url,domain,text,title,date
https://www.cnnindonesia.com/ekonomi/20200103093532-92-462064/pelemahan-dolar-as-dongkrak-emas-antam-ke-rp766-ribu-per-gram,cnnindonesia.com,"Jakarta, CNN Indonesia -- Harga jual
emas PT Aneka Tambang (Persero) Tbk atau
Antam berada di posisi Rp766 ribu per gram pada Jumat (3/1) atau naik Rp4.000 dari Rp762 ribu per gram pada Kamis (2/1). Harga pembelian kembali (
buyback) melejit Rp5.000 dari Rp678 ribu menjadi Rp683 ribu per gram pada hari ini.
Berdasarkan data Antam, harga jual emas berukuran 0,5 gram senilai Rp407,5 ribu, 2 gram Rp1,48 juta, 3 gram Rp2,2 juta, 5 gram Rp3,65 juta, 10 gram Rp7,23 juta, 25 gram Rp17,98 juta, dan 50 gram Rp35,88 juta. Kemudian, harga emas berukuran 100 gram senilai Rp71,7 juta, 250 gram Rp175,25 juta, 500 gram Rp357,8 juta, dan 1 kilogram Rp699,6 juta.
Harga jual emas tersebut sudah termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Bagi pembeli yang tidak menyertakan NPWP memperoleh potongan pajak lebih tinggi sebesar 0,9 persen.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sementara harga emas di perdagangan internasional berdasarkan acuan pasar Commodity Exchange COMEX berada di posisi US$1.532,9 per troy ons atau melejit 0,31 persen. Begitu pula dengan harga emas di perdagangan spot naik 0,27 persen ke US$1.533,26 per troy ons pada pagi ini.
Analis sekaligus Kepala Riset Monex Investindo Ariston Tjendra memperkirakan harga emas di pasar internasional akan kembali melejit pada hari ini. Proyeksinya, harga emas akan bergerak di kisaran US$1.516 sampai US$1.555 per troy ons.
Menurut Ariston, harga emas di pekan pertama tahun 2020 berhasil meningkat berkat pelemahan dolar Amerika Serikat. Mata uang Negeri Paman Sam itu tertekan penurunan imbal hasil (
yield) dari surat utang AS (US Treasury).
""Pelemahan tingkat imbal hasil obligasi AS mungkin dipicu oleh ekspektasi suku bunga rendah di 2020,"" ujar Ariston kepada CNNIndonesia.com, Jumat (3/1).
Ariston menjelaskan para pelaku pasar berekspektasi bank sentral AS, The Federal Reserve menurunkan tingkat suku bunga acuan sebagai antisipasi terhadap kebijakan yang dilakukan oleh China.
Bank sentral China, People's Bank of China memutuskan untuk memangkas ketentuan pencadangan kas bank nasional. Hal ini dilakukan demi mendorong gerak roda perekonomian di Negeri Tirai Bambu.
Di sisi lain, kesepakatan dagang baru antara AS dan China masih belum berlanjut. Rencananya, kedua negara baru akan menyepakati perjanjian baru pada 15 Januari 2020.
[Gambas:Video CNN] (uli/agt)",Pelemahan Dolar AS Dongkrak Emas Antam ke Rp766 Ribu per Gram,2020-01-03
https://www.cnnindonesia.com/ekonomi/20210819084522-92-682251/harga-emas-antam-hari-ini-19-agustus-naik-ke-rp947-ribu,cnnindonesia.com,"Harga jual emas PT Antam (Persero) Tbk berada di posisi Rp947 ribu per gram pada Kamis (19/8). Harganya naik tipis Rp1.000 dibandingkan perdagangan Rabu (18/8) di level Rp946 ribu per gram.
Serupa, harga pembelian kembali (buyback) juga bertambah Rp1.000 dari Rp826 ribu menjadi Rp827 ribu per gram hari ini.
Berdasarkan data Antam, harga jual emas berukuran 0,5 gram senilai Rp523 ribu, 2 gram Rp1,83 juta, 3 gram Rp2,72 juta, 5 gram Rp4,51 juta, 10 gram Rp8,96 juta, 25 gram Rp22,28 juta, dan 50 gram Rp44,49 juta.
Kemudian, harga emas berukuran 100 gram senilai Rp88,91 juta, 250 gram Rp222,01 juta, 500 gram Rp443,82 juta, dan 1 kilogram Rp887,6 juta.
Harga jual emas tersebut sudah termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Sedangkan, pembeli yang tidak menyertakan NPWP dikenakan potongan pajak lebih tinggi sebesar 0,9 persen.
Sementara, harga emas di perdagangan internasional berdasarkan acuan pasar Commodity Exchange COMEX menguat 0,13 persen menjadi US$1.786,7 per troy ons. Sedangkan, harga emas di perdagangan spot turun 0,19 persen ke US$1.784,37 per troy ons pada pagi ini.
Direktur PT Solid Gold Berjangka Dikki Soetopo mengatakan penguatan harga emas dipengaruhi penantian pasar terhadap arah kebijakan bank sentral AS, The Fed.
Ia menuturkan berdasarkan laporan pertemuan The Fed pada 27-28 Juli lalu, sebagian besar pejabat Fed berharap bahwa mereka bisa mengurangi pembelian obligasi treasury bulanan akhir tahun ini. Namun, belum ada kepastian kapan mulai dihentikan pembelian treasury tersebut.
""Para investor menilai risalah pertemuan The Fed masih dalam ketidakpastian sehingga para investor masih menahan diri untuk tidak membeli aset berisiko dan termasuk saham,"" ujarnya kepada CNNIndonesia.com.
Menurutnya, hal tersebut disebabkan ancaman pemulihan ekonomi yang kembali muncul akibat lonjakan kasus covid-19 varian delta baru-baru ini. Perkiraannya, harga logam mulia bergerak di rentang US$1.770 hingga US$1.810 per troy ons pada perdagangan hari ini.
""Di tengah ketidakpastian dan kekhawatiran terhadap lonjakan kasus covid-19 varian delta tersebut, membuat emas tetap kokoh pada level tertingginya pekan ini,"" ujarnya.
(ulf/agt)","Harga Emas Antam Hari Ini 19 Agustus, Naik ke Rp947 Ribu",2021-08-19
https://www.cnnindonesia.com/ekonomi/20191028153812-78-443505/likuiditas-ketat-ganjal-penurunan-suku-bunga-kredit,cnnindonesia.com,"Jakarta, CNN Indonesia -- Kalangan
perbankan masih mempertimbangkan tingginya biaya dana (
cost of fund) seiring ketatnya likuiditas sebelum memangkas suku
bunga kredit. Hal tersebut membuat penurunan suku bunga kredit usai pemangkasan suku bunga acuan
Bank Indonesia (BI) cenderung lambat.
Sebelumnya, bank sentral kembali menurunkan suku bunga acuan sebesar 25 basis poin (bps) ke level 5 persen dalam Rapat Dewan Gubernur Bank Indonesia (RDG BI) Kamis (24/10). Dengan pemangkasan tersebut, sepanjang tahun ini, bank sentral telah memangkas suku bunga acuan sebanyak empat kali dengan total 100 bps.
Wakil Direktur Utama PT Bank Negara Indonesia (Persero) Tbk Herry Sidharta mengatakan penurunan suku bunga acuan ini tidak berdampak instan terhadap penurunan suku bunga kredit. Umumnya, kata dia, terdapat jeda waktu antara penurunan suku bunga acuan dan penurunan suku bunga kredit.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Beberapa kondisi yang mempengaruhi antara lain masih tingginya
cost of fund Dana Pihak Ketiga (DPK) di pasar saat ini didorong likuiditas yang ketat di industri perbankan,"" katanya kepada
CNNIndonesia.com, Senin (28/10).
Karenanya, perseroan masih mengkaji penyesuaian suku bunga kredit. Namun demikian, ia menyatakan terdapat potensi penurunan suku bunga kredit ke depan.
""Tentunya ada (potensi penurunan bunga kredit), dengan terus melihat perkembangan situasi ekonomi dan juga persaingan di industri,"" imbuh Herry.
Senada, Direktur Utama PT Bank Rakyat Indonesia (Persero) Tbk Sunarso mengatakan kendala penurunan suku bunga kredit adalah kondisi seretnya likuiditas perbankan yang tercermin dari posisi rasio pinjaman terhadap simpanan (
loan to deposit ratio/LDR).
""Kami menghadapi kenyataan bahwa LDR juga masih di atas 90 persen. Jadi diharapkan dengan penurunan suku bunga acuan ada relaksasi nantinya,"" katanya belum lama ini.
Dihubungi terpisah, Direktur Konsumer CIMB Niaga Lani Darmawan mengklaim perseroan telah menurunkan suku bunga kredit sejalan dengan kebijakan bank sentral.
""Namun, juga sesuai dengan
cost of fund,"" katanya.
Sementara itu, pengamat perbankan Paul Sutaryono mengatakan perbankan membutuhkan waktu transmisi penurunan suku bunga acuan ke pemangkasan suku bunga kredit kurang lebih 3 bulan. Pasalnya, bank harus menghitung kembali biaya dana yang sudah dikeluarkan ketika suku bunga acuan tinggi.
Sebagai catatan, bank sentral cukup agresif mengerek suku bunga acuan sepanjang 2018 lalu. Tercatat, BI menaikkan 6 kali suku bunga acuan sebesar total 175 bps dari 4,50 persen menjadi 6,00 persen selama periode Mei-Desember 2018.
[Gambas:Video CNN]Tingginya suku bunga menyebabkan biaya dana yang harus dikeluarkan perbankan ikut bertambah.
""Jadi, itu wajar saja. Ingat suku bunga deposito sudah mulai luruh yang kemudian akan menyetrum penurunan suku bunga kredit secara pelan namun pasti,"" ujarnya.
(ulf/sfr)",Likuiditas Ketat Ganjal Penurunan Suku Bunga Kredit,2019-10-28
https://www.cnnindonesia.com/ekonomi/20190104085125-78-358397/rupiah-unjuk-gigi-ke-posisi-rp14342-per-dolar-as,cnnindonesia.com,"Jakarta, CNN Indonesia -- Nilai tukar
rupiah berada di posisi Rp14.342 per
dolar AS pada perdagangan pasar spot Jumat pagi (4/1). Posisi ini menguat 74 poin atau 0,51 persen dari perdagangan sore kemarin, Kamis (4/1) di posisi Rp14.416 per dolar AS.
Di kawasan Asia, rupiah berada di zona hijau bersama yen Jepang 0,05 persen, dolar Hong Kong 0,05 persen, dolar Singapura 0,07 persen, won Korea 0,08 persen, ringgit Malaysia 0,10 persen, dan baht Thailand 0,48 persen.
Sementara, mata uang Asia lainnya tertahan di zona merah. Peso Filipina melemah 0,02 persen, renminbi China minus 0,15 persen, dolar Taiwan 0,05 persen, dan rupee India 0,01 persen.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Begitu pula dengan mata uang utama negara maju yang bergerak bervariatif, dengan kecenderungan menguat. Franc Swiss menguat 0,13 persen, rubel Rusia naik 0,10 persen, punsterling Inggris naik 0,13 persen, dan euro Eropa naik 0,14 persen. Sementara itu, Dolar Kanada melemah 0,01 persen.
Kepala Riset Monex Investindo Futures Ariston Tjendra mengatakan jatuhnya indeks saham-saham di Wall Street karena Apple mengakibatkan pelemahan dolar AS. Ini menunjukkan dampak nyata perang dagang terhadap perusahaan-perusahaan AS.
""AS juga masih dihadapkan pada
government shutdown (penutupan pemerintahan) yang masih berlangsung karena negosiasi masih alot,"" katanya kepada
CNNIndonesia.com, Jumat (4/1).
Dari dalam neegri, lanjut Ariston, tingkat inflasi yang stabil dan pencapaian target penerimaan Anggaran Pendapatan dan Belanja Negara (APBN) memberikan sentimen positif untuk rupiah.
""Nilai tukar rupiah terhadap dolar AS kemungkinan bergerak lebih menguat di kisaran Rp14.290-Rp14.400,"" tandasnya.
(ulf/bir)",Rupiah 'Unjuk Gigi' ke Posisi Rp14.342 per Dolar AS,2019-01-04
https://www.cnnindonesia.com/ekonomi/20190919094749-92-431822/harga-emas-tertekan-pemangkasan-bunga-the-fed,cnnindonesia.com,"Jakarta, CNN Indonesia -- Harga jual
emas PT Aneka Tambang Tbk (
Antam) berada di posisi Rp752 ribu per gram pada Kamis (19/9) atau turun Rp5.000 dari Rp757 ribu per gram pada Rabu (18/9). Begitu juga dengan harga pembelian kembali (
buyback) turun Rp5.000 dari Rp680 ribu ke Rp675 ribu per gram pada hari ini.
Berdasarkan data Antam, harga jual emas berukuran 0,5 gram senilai Rp400,5 ribu, 2 gram Rp1,45 juta, 3 gram Rp2,15 juta, 5 gram Rp3,58 juta, 10 gram Rp7,09 juta, 25 gram Rp17,63 juta, dan 50 gram Rp35,18 juta. Kemudian, harga emas berukuran 100 gram senilai Rp70,3 juta, 250 gram Rp175,5 juta, 500 gram Rp350,8 juta, dan 1 kilogram Rp701,6 juta.
Harga jual emas tersebut sudah termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Bagi pembeli yang tidak menyertakan NPWP memperoleh potongan pajak lebih tinggi sebesar 0,9 persen.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Berdasarkan acuan perdagangan internasional Commodity Exchange COMEX, harga emas anjlok 1,07 persen ke posisi US$1.499,6 per troy ons pada pagi ini. Begitu pula dengan harga emas di perdagangan spot melorot 0,13 persen ke posisi US$1.492,1 per troy ons.
Analis Maxco Futures Suluh Adil Wicaksono mengatakan harga emas di pasar internasional jatuh pada hari ini karena sentimen kebijakan moneter bank sentral Amerika Serikat, The Federal Reserve. The Fed akhirnya memangkas tingkat suku bunga acuan sebesar 25 basis poin (bps).
Hal ini membuat nilai tukar dolar AS menguat terhadap sejumlah mata uang lain. Selanjutnya, kebijakan The Fed juga memberi kepercayaan terhadap pasar, sehingga para pelakunya cenderung melepas aset safe haven, seperti emas.
""Jika melihat pengumuman Fed rate sebelumnya juga membuat emas jatuh dan kembali recovery. Saat ini emas menunggu pengulangan, dimana pelaku pasar bisa saja beli di harga rendah di bawah level psikologinya US$1.500 per troy ons,"" katanya kepada
CNNIndonesia.com.Ia memproyeksi harga emas bergerak di rentang US$1.480 sampai US$1.500 per troy ons. Kendati begitu, masih ada potensi penguatan harga emas pada akhir pekan bila kelanjutan investigasi serangan drone ke fasilitas perusahaan minyak Arab Saudi, Saudi Aramco terkuak.
[Gambas:Video CNN] (uli/lav)",Harga Emas Tertekan Pemangkasan Bunga The Fed,2019-09-19
https://www.cnnindonesia.com/ekonomi/20240206113558-78-1059215/bi-prediksi-ekonomi-ri-tumbuh-55-persen-pada-2024,cnnindonesia.com,"Bank Indonesia (BI) memproyeksi pertumbuhan ekonomi Indonesia bisa menyentuh level 5,5 persen pada 2024 ini.
""Pada 2024, pertumbuhan ekonomi diperkirakan meningkat dalam kisaran 4,7 persen hingga 5,5 persen,"" ungkap Kepala Departemen Komunikasi BI Erwin Haryono melalui keterangan resmi, Senin (5/2).
Ia menyebut proyeksi itu bisa tercapai karena didukung oleh permintaan domestik utamanya berlanjutnya pertumbuhan konsumsi, termasuk dampak positif penyelenggaraan Pemilu.
Erwin juga mengatakan pertumbuhan ekonomi tahun ini bakal didorong oleh peningkatan investasi khususnya bangunan sejalan dengan berlanjutnya pembangunan Proyek Strategis Nasional (PSN) termasuk Ibu Kota Nusantara (IKN).
Sementara itu, kinerja ekspor diperkirakan belum kuat sebagai dampak ekonomi global yang belum kuat dan harga komoditas yang menurun.
""BI akan terus memperkuat sinergi stimulus fiskal pemerintah dengan stimulus makroprudensial BI untuk mendorong pertumbuhan ekonomi, khususnya dari sisi permintaan domestik,"" imbuh Erwin.
Lebih lanjut, ia menuturkan pertumbuhan ekonomi yang meningkat pada kuartal IV 2023 didukung oleh hampir seluruh komponen produk domestik bruto (PDB).
Tercatat, konsumsi rumah tangga tumbuh sebesar 4,47 persen (yoy) seiring dengan kenaikan mobilitas terutama pada Hari Besar Keagamaan Nasional (HBKN) Natal dan Tahun Baru, daya beli masyarakat yang stabil, serta keyakinan konsumen yang meningkat.
Lalu, konsumsi Lembaga Nonprofit yang Melayani Rumah Tangga (LNPRT) tumbuh sebesar 18,11 persen (yoy) didorong peningkatan aktivitas persiapan Pemilu. Konsumsi pemerintah pun tumbuh sebesar 2,81 persen (yoy) didorong oleh belanja barang dan belanja pegawai.
""Investasi tumbuh sebesar 5,02 persen (yoy) terutama ditopang oleh investasi bangunan seiring berlanjutnya pembangunan infrastruktur dan meningkatnya aktivitas penanaman modal,"" sambung Erwin.
Sementara itu, ekspor tumbuh sebesar 1,64 persen (yoy). Hal ini ditopang oleh permintaan mitra dagang utama yang tetap tumbuh positif di tengah penurunan harga komoditas ekspor unggulan, serta membaiknya ekspor jasa seiring dengan peningkatan jumlah wisatawan mancanegara.
Erwin mengatakan pertumbuhan ekonomi yang meningkat juga tercermin dari sisi lapangan usaha (LU) dan spasial. Secara LU, seluruh LU pada kuartal IV 2023 menunjukkan kinerja positif dengan pertumbuhan yang tinggi.
Secara spesifik hal itu tercatat pada sektor terkait mobilitas terutama transportasi dan pergudangan, penyediaan akomodasi dan makan minum, serta perdagangan besar dan eceran.
""LU industri pengolahan sebagai kontributor utama pertumbuhan juga tumbuh baik seiring kuatnya permintaan domestik dan global,"" ucap Erwin.
Data Badan Pusat Statistik (BPS) menunjukkan pertumbuhan ekonomi kuartal IV 2023 tumbuh sebesar 5,04 persen (yoy). Angka ini meningkat dibandingkan dengan pertumbuhan pada kuartal sebelumnya yang sebesar 4,94 persen.
Dengan perkembangan tersebut, pertumbuhan ekonomi Indonesia secara keseluruhan 2023 tercatat tumbuh kuat sebesar 5,05 persen (yoy).
(mrh/pta)","BI Prediksi Ekonomi RI Tumbuh 5,5 Persen pada 2024",2024-02-06
https://www.cnnindonesia.com/ekonomi/20210105181206-78-589855/bidik-rp14-t-pemerintah-bakal-lelang-6-sukuk,cnnindonesia.com,"Pemerintah melalui Direktorat Jenderal Pengelolaan Pembiayaan dan Risiko Kementerian Keuangan resmi menawarkan Surat Berharga Syariah Negara (SBSN) alias sukuk dengan seri SPN-S (Surat Perbendaharaan Negara-Syariah) dan PBS (Project Based Sukuk) pada 12 Januari 2021.
Adapun seri SBSN yang dilelang adalah SPN-S 13072021 (new issuance), PBS027 (reopening), PBS017 (reopening), PBS029 (new issuance), PBS029 (new issuance), dan PBS028 (reopening).
Direktorat Pembiayaan Syariah menyatakan target indikatif dari lelang tersebut sebesar Rp14 triliun, guna memenuhi sebagian target pembiayaan APBN 2021.
Lelang SBSN akan dilaksanakan dengan menggunakan sistem pelelangan yang diselenggarakan oleh Bank Indonesia sebagai Agen Lelang SBSN. Lelang bersifat terbuka (open auction) dan menggunakan metode harga beragam (multiple price).
Semua pihak, baik investor individu maupun institusi, dapat menyampaikan penawaran pembelian (bids) dalam lelang. Namun dalam pelaksanaannya, penyampaian penawaran pembelian harus melalui Dealer Utama yang telah mendapat persetujuan dari Kementerian Keuangan.
Dealer Utama SBSN, Bank Indonesia, dan Lembaga Penjamin Simpanan (LPS) dapat menyampaikan penawaran lelang SBSN dengan mengacu pada ketentuan Peraturan Menteri Keuangan Nomor 195/PMK.08/2020 tentang Lelang Surat Berharga Syariah Negara di Pasar Perdana Domestik.
Serta, Peraturan Menteri Keuangan Nomor 38/PMK.02/2020 tentang Pelaksanaan Kebijakan Keuangan Negara untuk Penanganan Pandemi Corona Virus Disease 2019 (Covid-19) dan/atau Menghadapi Ancaman yang Membahayakan Perekonomian Nasional dan/atau Stabilitas Sistem Keuangan.
Pemenang lelang yang mengajukan penawaran pembelian kompetitif akan membayar sesuai dengan yield yang diajukan. Lelang dibuka hari Selasa tanggal 12 Januari 2021 pukul 09.00 WIB dan ditutup pukul 11.00 WIB. Hasil lelang akan diumumkan pada hari yang sama. Sedangkan settlement akan dilaksanakan pada tanggal 14 Januari 2021 atau 2 hari kerja setelah tanggal pelaksanaan lelang.
Ketentuan mengenai pelaksanaan lelang termasuk penghitungan nilai settlement diatur dalam Peraturan Menteri Keuangan nomor 05/PMK.08/2012 tentang Penerbitan dan Penjualan Surat Berharga Syariah Negara di Pasar Perdana Dalam Negeri Dengan Cara Lelang sebagaimana telah diubah dengan Peraturan Menteri Keuangan Nomor 195/PMK.08/2020.
SBSN seri SPN-S akan diterbitkan menggunakan akad Ijarah Sale and Lease Back dengan mendasarkan pada fatwa Dewan Syariah Nasional - Majelis Ulama Indonesia (DSN-MUI) nomor 72/DSN-MUI/VI/2008. Sedangkan SBSN seri PBS menggunakan akad Ijarah Asset to be Leased dengan mendasarkan pada fatwa DSN-MUI nomor 76/DSN-MUI/VI/2010.","Bidik Rp14 T, Pemerintah Bakal Lelang 6 Sukuk",2021-01-06
https://www.cnnindonesia.com/ekonomi/20221102085641-78-868372/rupiah-keok-nyaris-sentuh-rp15650-per-dolar-as,cnnindonesia.com,"Nilai tukar rupiah dibuka berada di posisi Rp15.649 per dolar AS di perdagangan pasar spot pada Rabu (2/11) pagi. Mata uang Garuda melemah 22 poin atau minus 0,14 persen dibandingkan posisi sebelumnya.
Mayoritas mata uang di kawasan Asia tampak menguat. Tercatat baht Thailand menguat 0,46 persen, yen Jepang menguat 0,6 persen, dan dolar Singapura menguat 0,17 persen.
Lalu, yuan China dan rupee India masing-masing menguat 0,05 persen dan 0,08 persen. Sedang, won Korea Selatan melemah 0,04 persen, peso Filipina minus 0,06 persen, dan dolar Hong Kong stagnan.
Sementara itu, mata uang utama negara maju kompak menguat. Poundsterling Inggris menguat 0,21 persen, franc Swiss 0,07 persen, dan euro Eropa 0,1 persen, dolar Kanada 0,15 persen, dan dolar Australia menguat 0,11 persen.
Analis PT Sinarmas Futures Ariston Tjendra memproyeksi rupiah akan menguat terhadap dolar AS pada hari ini.
Penguatan rupiah ditopang oleh indeks dolar AS yang mulai melemah dan yield obligasi AS tenor 10 tahun yang menurun pagi ini.
""Ini mungkin bisa membantu penguatan rupiah terhadap dolar AS hari ini. Tapi penguatan mungkin tidak besar,"" tutur Ariston kepada CNNIndonesia.com.
Ia mengatakan spekulasi bank sentral AS (The Fed) yang akan mengerem kenaikan suku bunga acuan memicu pelemahan dolar AS dan pelaku pasar masuk ke aset berisiko.
Ariston menambahkan data inflasi Indonesia Oktober yang melambat dibandingkan bulan sebelumnya, juga bisa membantu penguatan rupiah hari ini.
Ia memproyeksikan rupiah bergerak di kisaran Rp15.560 sampai Rp15.630 per dolar AS pada hari ini.",Rupiah Keok Nyaris Sentuh Rp15.650 per Dolar AS,2022-11-02
https://www.cnnindonesia.com/ekonomi/20200709080748-92-522595/harga-minyak-menguat-berkat-sinyal-kenaikan-konsumsi-bensin,cnnindonesia.com,"Harga minyak mentah naik tipis pada akhir perdagangan Rabu (8/7), waktu Amerika Serikat. Kenaikan dipicu konsumsi bensin AS yang menunjukkan tanda-tanda pemulihan. Namun, kenaikan harga masih tertahan oleh meningkatnya persediaan minyak mentah dan peningkatan infeksi virus corona.
Mengutip Antara, harga minyak mentah berjangka Brent untuk pengiriman September naik 21 sen menjadi di 43,29 dolar AS per barel. Sedangkan harga minyak mentah berjangka West Texas Intermediate (WTI) AS untuk pengiriman Agustus bertambah 28 sen menjadi ditutup pada 40,90 dolar AS per barel.
Kedua acuan harga minyak berada di jalurnya pada sesi keempat setelah mengalami perubahan persentase harian kurang dari satu persen di kedua arah, mengabaikan berita tentang anggota OPEC Libya yang menambah pasokan global dengan membuka kembali terminal minyak Es Sider untuk ekspor.
Sementara itu, persediaan bensin AS turun 4,8 juta barel karena permintaan naik menjadi 8,8 juta barel per hari. Data Badan Informasi Energi AS (EIA) yang dirilis kemarin mencatat, permintaan itu merupakan yang tertinggi sejak 20 Maret 2020.
Pemanfaatan kilang juga meningkat dua persen, tetapi masih bergerak di kisaran 17 persen atau lebih rendah dari periode yang sama tahun lalu.
""Sementara penarikan besar pada bensin di musim panas adalah sehat, AS sangat dekat dengan rekor tertinggi sepanjang masa dalam penyimpanan minyak mentah dan distilasi, yang tidak sehat,"" kata Direktur Energi Berjangka Mizuho, Bob Yawger.
Di sisi lain, stok minyak mentah AS di Gulf Coast naik lima juta barel ke atau mencapai rekor tertinggi pekan lalu.
""Pengurangan penyimpanan minyak mentah yang dilakukan di laut hanya bergeser ke darat pada titik ini yang tidak selalu menjadi pertanda buruk,"" kata Analis Pasar Energi CHS Hedging, Tony Headrick.
(hrf/sfr)",Harga Minyak Menguat Berkat Sinyal Kenaikan Konsumsi Bensin,2020-07-09
https://www.cnnindonesia.com/ekonomi/20221013153309-532-860142/airlangga-waspadai-badai-5c-terjang-ekonomi-indonesia,cnnindonesia.com,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengatakan Indonesia perlu mewaspadai badai sempurna (perfect storm) akibat tantangan 5C yang tengah melanda dunia.
Kondisi 5C tersebut adalah covid-19 yang belum selesai, conflict Rusia-Ukraina, climate change atau perubahan iklim, commodity prices atau harga komoditas yang melonjak, dan cost of living atau biaya hidup yang semakin berat akibat inflasi.
""Kita harus berhati-hati saat ini kita menghadapi perfect storm atau tantangan 5C,"" ujar Airlangga di pembukaan Capital Market Summit & Expo, Kamis (13/10).
Airlangga mengatakan tantangan 5C tersebut membebani prospek ekonomi global ke depannya. Hal ini setidaknya bisa dilihat dari Dana Moneter Internasional (IMF) yang memangkas perkiraan ekonomi global menjadi hanya tumbuh 3,2 persen tahun ini atau turun nyaris separuh dari capaian tahun lalu sebesar 6,1 persen.
Sebelumnya, Menteri Koordinator Maritim dan Investasi (Menko Marves) Luhut Binsar Pandjaitan juga menyebutkan Indonesia perlu mewaspadai kondisi perfect storm yang mengancam dunia.
""Kita akan menghadapi perfect storm. Jadi, tolong kita semua hati-hati. Ketidakpastian ekonomi dunia menurut saya sangat tinggi,"" ujarnya di Investor Daily Summit, Rabu (12/10).
Luhut mengatakan kondisi ekonomi Indonesia saat ini lebih baik dibandingkan negara lainnya. Namun, Indonesia disebut harus tetap waspada karena berbagai kondisi bisa terjadi beberapa bulan ke depan.",Airlangga Waspadai Badai 5C Terjang Ekonomi Indonesia,2022-10-13
