url,domain,title,date,clean_text
https://www.antaranews.com/berita/5182401/terus-meroket-emas-di-pegadaian-ada-yang-sentuh-rp27-juta-gram,antaranews.com,"Terus meroket, emas di Pegadaian ada yang sentuh Rp2,7 juta/gram",2025-10-18,"harga emas yang dikutip dari laman resmi sahabat pegadaian, sabtu (18/10), menunjukkan tiga produk logam mulia yakni buatan ubs, galeri24, dan antam, yang kompak mengalami kenaikan harga empat hari beruntun. harga jual emas antam meroket lagi ke angka rp2.734.000 dari awalnya rp2.648.000 per gram, begitu pula emas galeri24 turut naik dari semula rp2.426.000 menjadi rp2.512.000 per gram. sama seperti antam dan galeri24, ubs juga mengalami kenaikan ke angka rp2.545.000 dari awalnya dibandrol dengan harga rp2.471.000 per gram. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/5135121/harga-tiga-produk-emas-di-pegadaian-jumat-ini-kompak-turun,antaranews.com,Harga tiga produk emas di Pegadaian Jumat ini kompak turun,2025-09-26,"harga emas yang dikutip dari laman resmi sahabat pegadaian, jumat, menunjukkan harga tiga produk logam mulia, yakni buatan ubs, galeri24, dan antam kompak turun. harga jual emas antam turun dari angka rp2.272.000 menjadi rp2.269.000 per gram, begitu pula emas ubs yang turun menjadi rp2.193.000 dari awalnya rp2.201.000 per gram.untuk emas galeri24 turun ke angka rp2.161.000 dari semula rp2.163.000 per gram. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/5014569/harga-terbaru-emas-pegadaian-galeri24-antam-turun-ubs-naik,antaranews.com,"Harga terbaru emas Pegadaian, Galeri24-Antam turun, UBS naik",2025-08-05,"emas galeri24 turun rp2.000 dari angka rp1.932.000 menjadi rp1.930.000 per gram jakarta (antara) - harga emas yang dikutip dari laman resmi sahabat pegadaian, selasa (5/8) menunjukkan harga tiga produk logam mulia, yakni buatan ubs,galeri24, dan antam. emas galeri24 turun rp2.000 dari angka rp1.932.000 menjadi rp1.930.000 per gram, begitu pula emas antam yang turut turun dengan angka serupa menjadi rp2.015.000 dari awalnya rp2.017.000 per gram. sementara ubs naik menjadi rp1.952.000 dari semula rp1.950.000 per gram atau naik rp2.000. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/4857989/harga-emas-di-pegadaian-pada-26-mei-kompak-stabil,antaranews.com,Harga emas di Pegadaian pada 26 Mei kompak stabil,2025-05-26,"harga emas yang dikutip dari laman resmi pegadaian, senin (26/5) menunjukkan harga tiga produk logam mulia, yakni buatan antam, ubs dan galeri24 yang tidak mengalami perubahan harga jual dari hari sebelumnya. emas antam tetap di angka rp2.002.000 per gram. begitu pula emas galeri24 yang turut stabil di angka rp1.925.000 per gram. sementara emas buatan ubs tetap dibanderol dengan harga rp1.933.000 per gram. emas buatan antam dan galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/5123476/harga-emas-antam-galeri24-ubs-di-pegadaian-hari-ini-kompak-meroket,antaranews.com,"Harga emas Antam, Galeri24, UBS di Pegadaian hari ini kompak meroket",2025-09-21,"harga emas yang dikutip dari laman resmi sahabat pegadaian, minggu, menunjukkan produk logam mulia, yakni buatan ubs, galeri24, dan antam kompak meroket. harga jual emas antam meroket menjadi rp2.212.000 dari semula rp2.178.000 per gram, begitu pula emas galeri24 turut naik ke angka rp2.112.000 dari awalnya dibanderol dengan harga rp2.081.000 per gram. sementara, emas ubs naik menjadi rp2.142.000 dari awalnya rp2.126.000 per gram. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/5050213/harga-emas-antam-hari-ini-turun-rp7000-menjadi-rp1890-juta-per-gram,antaranews.com,"Harga emas Antam hari ini turun Rp7.000 menjadi Rp1,890 juta per gram",2025-08-20,"harga emas antam yang dipantau dari laman logam mulia, rabu (20/8), mengalami penurunan rp7.000 menjadi rp1.890.000 dari semula rp1.897.000 per gram. adapun harga jual kembali (buyback) sebesar rp1.736.000 per gram. transaksi harga jual dikenakan potongan pajak, sesuai dengan pmk nomor 34/pmk.10/2017. penjualan kembali emas batangan ke pt antam tbk dengan nominal lebih dari rp10 juta, dikenakan pajak penghasilan (pph) pasal 22 sebesar 1,5 persen untuk pemegang nomor pokok wajib pajak (npwp) dan 3 persen untuk non-npwp. pph 22 atas transaksi buyback dipotong langsung dari total nilai buyback. berikut harga pecahan emas batangan yang tercatat di laman logam mulia antam pada rabu: - harga emas 0,5 gram: rp995.000. - harga emas 1 gram: rp1.890.000. - harga emas 2 gram: rp3.720.000. - harga emas 3 gram: rp5.555.000. - harga emas 5 gram: rp9.225.000. - harga emas 10 gram: rp18.395.000. - harga emas 25 gram: rp45.862.000. - harga emas 50 gram: rp91.645.000. - harga emas 100 gram: rp183.212.000. - harga emas 250 gram: rp457.765.000. - harga emas 500 gram: rp915.320.000. - harga emas 1.000 gram: rp1.830.600.000. potongan pajak harga beli emas sesuai dengan pmk nomor 34/pmk.10/2017, pembelian emas batangan dikenakan pph 22 sebesar 0,45 persen untuk pemegang npwp dan 0,9 persen untuk non-npwp. setiap pembelian emas batangan disertai dengan bukti potong pph 22."
https://www.antaranews.com/berita/4776201/kapan-waktu-terbaik-untuk-membeli-emas-ini-jawabannya,antaranews.com,Kapan waktu terbaik untuk membeli emas? Ini jawabannya,2025-04-17,"dalam beberapa waktu terakhir, harga emas di pasar mengalami lonjakan yang cukup pesat. kenaikan ini menjadi perhatian banyak orang, terutama mereka yang menjadikan emas sebagai instrumen investasi. pada dasarnya, harga emas cenderung mengalami peningkatan dalam jangka panjang, sehingga berinvestasi emas secara rutin menjadi salah satu strategi bijak yang banyak disarankan oleh para pakar keuangan. seperti bentuk investasi lainnya, tujuan utama membeli emas adalah untuk memperoleh keuntungan di masa mendatang. emas menjadi pilihan populer karena dianggap relatif stabil dan memiliki risiko yang lebih rendah dibandingkan instrumen lain seperti saham atau cryptocurrency. namun demikian, penting untuk memahami bahwa harga emas tidak selalu stabil. nilainya dapat naik dan turun tergantung pada berbagai faktor. oleh karena itu, mengetahui waktu yang tepat untuk membeli emas adalah kunci agar investasi yang dilakukan lebih optimal."
https://www.antaranews.com/berita/5205597/emas-di-pegadaian-hari-ini-lanjutkan-tren-penurunan-harga,antaranews.com,Emas di Pegadaian hari ini lanjutkan tren penurunan harga,2025-10-29,"harga emas yang dikutip dari laman resmi sahabat pegadaian, rabu (29/10), menunjukkan dua produk logam mulia yakni buatan ubs dan galeri24 yang mengalami penurunan harga dua hari beruntun. harga jual emas galeri24 merosot menjadi rp2.403.000 dari awalnya rp2.428.000 per gram, begitu pula emas ubs yang turut turun menjadi rp2.399.000 dari semula dibanderol dengan harga rp2.437.000 per gram. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/4730509/harga-emas-antam-ubs-dan-galeri24-di-pegadaian-kompak-turun-pada-minggu,antaranews.com,"Harga emas Antam, UBS, dan Galeri24 di Pegadaian kompak turun pada Minggu",2025-03-23,"harga emas yang dikutip dari laman resmi pegadaian, minggu (23/3/2025), menunjukkan perbedaan penurunan tiga produk logam mulia, yakni buatan antam, ubs, dan galeri24 dari sehari sebelumnya. untuk harga jual emas antam di pegadaian kali ini mengalami penurunan rp15.000, setelah terus melonjak sejak 17 maret. kini harga emas antam menjadi rp1.809.000 dari semula rp1.824.000 per gram. sementara, harga emas ubs dan galeri24 mengalami penurunan masing-masing rp6.000 dan rp11.000. untuk ubs dibanderol dengan harga rp1.751.000, sementara galeri24 menjadi rp1.743.000 per gram. emas buatan antam dan galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
https://www.antaranews.com/berita/5047473/harga-emas-ubs-galeri24-antam-di-pegadaian-hari-ini-fluktuatif,antaranews.com,Harga emas UBS-Galeri24-Antam di Pegadaian hari ini fluktuatif,2025-08-19,"harga emas yang dikutip dari laman resmi sahabat pegadaian, selasa, menunjukkan harga tiga produk logam mulia, yakni buatan ubs, galeri24, dan antam. emas galeri24 tetap dibanderol dengan harga rp1.881.000 per gram, emas ubs naik dari semula rp1.893.000 menjadi rp1.901.000 per gram, sementara emas antam turun menjadi rp1.961.000 dari awalnya rp1.963.000 per gram. emas galeri24 dijual dengan kuantitas 0,5 gram hingga 1.000 gram atau 1 kilogram. sementara emas ubs dijual dengan kuantitas 0,5 gram hingga 500 gram."
